"","CO_CURSO","DESVINCULADO","TRANSFERIDO","FORMADO","TOTAL","TX_FORMACAO","TX_EVASAO","CO_UNIDADE_FUNCIONAMENTO","CO_IES","NO_IES","CO_CATEGORIA_ADMINISTRATIVA","DS_CATEGORIA_ADMINISTRATIVA.x","CO_ORGANIZACAO_ACADEMICA.x","NO_ORGANIZACAO_ACADEMICA.x","CO_OCDE","NO_AREA_ESPECIFICA","CO_NIVEL_ACADEMICO","CO_MUNICIPIO_CURSO","NO_MUNICIPIO_CURSO","CO_UF_CURSO","NO_REGIAO_CURSO","IN_AJUDA_DEFICIENTE","IN_ALTO_RELEVO","IN_AUDIO","IN_BRAILLE","IN_CARACTER_AMPLIADO","IN_DISCIPLINA_LIBRAS","IN_GUIA_INTERPRETE","IN_MATERIAL_LIBRAS","IN_SINTESE_VOZ","IN_TRADUTOR_LIBRAS","IN_INTEGRAL_CURSO","IN_MATUTINO_CURSO","IN_NOTURNO_CURSO","IN_VESPERTINO_CURSO","IN_VESTIBULAR","IN_ENEM","IN_OUTRA_FORMA_SELECAO","IN_CONVENIO_PEC_G","IN_OUTRAS_FORMAS_INGRESSO","NU_CARGA_HORARIA","NU_PERC_CARGA_HOR_DISTANCIA","NU_PRAZO_INTEGRALIZACAO","QT_INSCRITOS_ANO","IN_OFERECE_DISC_DISTANCIA","IN_PARTICIPA_UAB","IN_PERMITE_CONCLUINTE","IN_UTILIZA_LABORATORIO","QT_VAGAS_INTEGRAL","QT_VAGAS_MATUTINO","QT_VAGAS_NOTURNO","QT_VAGAS_VESPERTINO","QT_MATRICULA_CURSO","QT_CONCLUINTE_CURSO","QT_INGRESSO_CURSO","QT_PROCESSO_SELETIVO","QT_PROCESSO_OUTRA_FORMA","CO_MANTENEDORA","NO_MANTENEDORA","DS_CATEGORIA_ADMINISTRATIVA.y","CO_ORGANIZACAO_ACADEMICA.y","NO_ORGANIZACAO_ACADEMICA.y","CO_MUNICIPIO_IES","NO_MUNICIPIO_IES","CO_UF_IES","SGL_UF_IES","NO_REGIAO_IES","IN_CAPITAL_IES","IN_ENTIDADE_BENEFICENTE","QT_TEC_TOTAL","QT_TEC_FUND_INCOMP_FEM","QT_TEC_FUND_INCOMP_MASC","QT_TEC_FUND_COMP_FEM","QT_TEC_FUND_COMP_MASC","QT_TEC_MEDIO_FEM","QT_TEC_MEDIO_MASC","QT_TEC_SUPERIOR_FEM","QT_TEC_SUPERIOR_MASC","QT_TEC_ESPECIALIZACAO_FEM","QT_TEC_ESPECIALIZACAO_MASC","QT_TEC_MESTRADO_FEM","QT_TEC_MESTRADO_MASC","QT_TEC_DOUTORADO_FEM","QT_TEC_DOUTORADO_MASC"
"24",20071,29,3,31,63,0.492063492063492,0.507936507936508,78615,571,"UNIVERSIDADE FEDERAL DO PARANA",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,4106902,"CURITIBA",41,"Sul",1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,4160,NA,10,208,0,NA,1,1,47,0,0,0,255,34,61,60,1,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",4106902,"CURITIBA",41,"PR","Sul",1,NA,3504,66,54,118,70,925,378,994,536,167,71,62,24,12,27
"25",20697,26,1,11,38,0.289473684210526,0.710526315789474,2292,404,"FACULDADES INTEGRADAS DA UPIS",4,"PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,5300108,"BRASILIA",53,"Centro_Oeste",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,3690,12,9,78,1,NA,1,1,0,120,0,0,81,9,23,20,3,279,"UNIAO PIONEIRA DE INTEGRACAO SOCIAL","PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE",5300108,"BRASILIA",53,"DF","Centro_Oeste",1,0,204,1,15,1,15,20,31,53,64,0,0,2,1,0,1
"26",20900,14,2,23,39,0.58974358974359,0.41025641025641,553,609,"UNIVERSIDADE ESTADUAL DO OESTE DO PARANA",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,4114609,"MARECHAL CANDIDO RONDON",41,"Sul",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,5292,NA,10,172,0,NA,1,1,40,0,0,0,183,31,40,40,0,37,"GOVERNO DO ESTADO DO PARANA  SECRETARIA ESTADUAL DE CIENCIA TECNOLOGIA E ENSINO SUPERIOR","ESTADUAL",1,"UNIVERSIDADE",4104808,"CASCAVEL",41,"PR","Sul",0,NA,577,5,4,19,43,101,99,91,49,106,23,19,13,1,4
"27",22000,24,0,26,50,0.52,0.48,77356,590,"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,1501402,"BELEM",15,"Norte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4790,NA,8,537,0,NA,1,1,50,0,0,0,140,12,43,43,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",1501402,"BELEM",15,"PA","Norte",1,NA,437,8,80,5,76,41,106,25,47,18,14,5,9,1,2
"28",39235,29,0,39,68,0.573529411764706,0.426470588235294,507,47,"UNIVERSIDADE ESTADUAL DE GOIAS",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,5220108,"SAO LUIS DE MONTES BELOS",52,"Centro_Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4335,NA,10,592,0,NA,1,1,60,0,0,0,268,27,64,58,6,42,"UNIVERSIDADE ESTADUAL DE GOIAS","ESTADUAL",1,"UNIVERSIDADE",5201108,"ANAPOLIS",52,"GO","Centro_Oeste",0,NA,1619,0,0,187,166,262,191,426,208,134,34,4,3,2,2
"29",40752,36,3,35,74,0.472972972972973,0.527027027027027,2848,3849,"FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,1702109,"ARAGUAINA",17,"Norte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3855,NA,10,276,0,NA,1,1,80,0,0,0,309,59,76,76,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",1721000,"PALMAS",17,"TO","Norte",1,NA,555,0,0,1,1,57,138,77,85,111,74,4,7,0,0
"30",43222,17,0,12,29,0.413793103448276,0.586206896551724,759,756,"UNIVERSIDADE ESTADUAL DO PIAUI",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2202901,"CORRENTE",22,"Nordeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3490,NA,9,75,0,NA,1,0,30,0,0,0,111,17,30,30,0,512,"FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI","ESTADUAL",1,"UNIVERSIDADE",2211001,"TERESINA",22,"PI","Nordeste",1,NA,443,0,0,70,51,132,100,38,29,12,8,3,0,0,0
"31",48917,22,0,13,35,0.371428571428571,0.628571428571429,34695,596,"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3121605,"DIAMANTINA",31,"Sudeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3985,NA,10,141,0,NA,1,1,50,0,0,0,192,22,45,45,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",3121605,"DIAMANTINA",31,"MG","Sudeste",0,NA,192,0,0,0,3,26,25,45,41,33,16,3,0,0,0
"32",50084,38,0,24,62,0.387096774193548,0.612903225806452,75993,1717,"FACULDADE DE IMPERATRIZ",4,"PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2105302,"IMPERATRIZ",21,"Nordeste",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,3585,NA,8,52,0,NA,1,1,64,0,0,0,102,19,93,88,5,1134,"ASSOCIACAO REGIAO TOCANTINA DE EDUCACAO E CULTURA SC LTDA","PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE",2105302,"IMPERATRIZ",21,"MA","Nordeste",0,0,125,11,16,14,10,16,26,16,16,0,0,0,0,0,0
"33",50233,35,5,9,49,0.183673469387755,0.816326530612245,75997,1825,"FACULDADE DE ESTUDOS SUPERIORES DE MINAS GERAIS",4,"PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3106200,"BELO HORIZONTE",31,"Sudeste",1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3984,10,8,46,1,NA,1,1,0,0,0,150,159,12,42,35,7,785,"SISTEMA INTEGRADO DE ENSINO DE MINAS GERAIS LTDA","PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE",3106200,"BELO HORIZONTE",31,"MG","Sudeste",1,0,155,8,7,14,25,21,31,12,26,3,6,0,1,0,1
"34",50392,27,0,43,70,0.614285714285714,0.385714285714286,197,583,"UNIVERSIDADE FEDERAL DO CEARA",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2304400,"FORTALEZA",23,"Nordeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3808,NA,9,261,0,NA,1,1,60,0,0,0,219,21,69,60,9,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",2304400,"FORTALEZA",23,"CE","Nordeste",1,NA,3420,45,93,79,138,695,486,655,352,400,201,134,77,29,36
"35",52101,11,0,17,28,0.607142857142857,0.392857142857143,76549,694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,5002704,"CAMPO GRANDE",50,"Centro_Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4000,NA,8,649,0,NA,1,1,40,0,0,0,101,2,26,26,0,462,"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL","FEDERAL",1,"UNIVERSIDADE",5002704,"CAMPO GRANDE",50,"MS","Centro_Oeste",1,NA,1846,63,31,49,42,276,353,349,274,141,174,50,30,6,8
"36",56129,18,0,21,39,0.538461538461538,0.461538461538462,76111,9,"UNIVERSIDADE ESTADUAL DE LONDRINA",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,4113700,"LONDRINA",41,"Sul",1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4678,NA,10,200,0,NA,1,1,40,0,0,0,178,52,40,40,0,37,"GOVERNO DO ESTADO DO PARANA  SECRETARIA ESTADUAL DE CIENCIA TECNOLOGIA E ENSINO SUPERIOR","ESTADUAL",1,"UNIVERSIDADE",4113700,"LONDRINA",41,"PR","Sul",0,NA,1868,32,205,91,152,241,370,175,142,265,139,22,20,6,8
"37",60414,29,0,25,54,0.462962962962963,0.537037037037037,565,730,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,4104907,"CASTRO",41,"Sul",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4008,NA,10,329,0,NA,1,1,45,0,0,0,193,27,42,42,0,37,"GOVERNO DO ESTADO DO PARANA  SECRETARIA ESTADUAL DE CIENCIA TECNOLOGIA E ENSINO SUPERIOR","ESTADUAL",1,"UNIVERSIDADE",4119905,"PONTA GROSSA",41,"PR","Sul",0,NA,799,52,94,32,51,155,132,62,46,68,47,23,7,11,19
"38",62906,14,1,15,30,0.5,0.5,192,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,5107602,"RONDONOPOLIS",51,"Centro_Oeste",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3960,NA,8,114,0,NA,1,1,30,0,0,0,129,27,30,30,0,1,"FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO","FEDERAL",1,"UNIVERSIDADE",5103403,"CUIABA",51,"MT","Centro_Oeste",1,NA,1981,39,114,22,73,303,417,265,223,291,145,41,32,11,5
"39",64210,20,3,5,28,0.178571428571429,0.821428571428571,77367,1027,"UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3301009,"CAMPOS DO GOYTACAZES",33,"Sudeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4280,NA,10,141,0,NA,1,1,28,0,0,0,75,4,27,27,0,728,"GOVERNO DO ESTADO DO RIO DE JANEIRO","ESTADUAL",1,"UNIVERSIDADE",3301009,"CAMPOS DO GOYTACAZES",33,"RJ","Sudeste",0,NA,525,2,28,5,41,96,153,85,50,15,9,19,15,3,4
"40",65424,25,0,14,39,0.358974358974359,0.641025641025641,77820,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,1302603,"MANAUS",13,"Norte",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3495,NA,10,42,0,NA,1,1,42,0,0,0,206,17,42,42,0,4,"FUNDACAO UNIVERSIDADE DO AMAZONAS","FEDERAL",1,"UNIVERSIDADE",1302603,"MANAUS",13,"AM","Norte",1,NA,1497,11,33,20,40,339,262,197,168,233,138,32,21,0,3
"41",67013,14,2,34,50,0.68,0.32,734,56,"UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3520442,"ILHA SOLTEIRA",35,"Sudeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3750,NA,9,311,0,NA,1,1,40,0,0,0,202,25,48,39,9,46,"GOVERNO DO ESTADO DE SPSECRET DE ESTADO DE CIENCIA TECNOL E DESENVECONE TURISMO DO ESTADO DE SP","ESTADUAL",1,"UNIVERSIDADE",3550308,"SAO PAULO",35,"SP","Sudeste",1,NA,5899,69,496,134,372,881,1427,1608,912,0,0,0,0,0,0
"42",68063,59,0,32,91,0.351648351648352,0.648351648351648,388,719,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,5106752,"PONTES E LACERDA",51,"Centro_Oeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3960,NA,10,201,0,NA,1,1,80,0,0,0,332,14,65,65,0,482,"FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO","ESTADUAL",1,"UNIVERSIDADE",5102504,"CACERES",51,"MT","Centro_Oeste",0,NA,440,3,5,1,1,47,110,47,73,88,55,5,4,1,0
"43",68180,37,0,10,47,0.212765957446809,0.787234042553192,79450,589,"UNIVERSIDADE FEDERAL RURAL DO SEMIARIDO",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2408003,"MOSSORO",24,"Nordeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3765,NA,10,147,0,NA,1,1,50,0,0,0,173,26,53,53,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",2408003,"MOSSORO",24,"RN","Nordeste",0,NA,239,4,50,1,17,19,44,16,24,26,21,5,10,0,2
"44",73944,17,12,20,49,0.408163265306122,0.591836734693878,2790,56,"UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3514403,"DRACENA",35,"Sudeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3600,NA,9,40,0,NA,1,1,40,0,0,0,309,117,51,47,4,46,"GOVERNO DO ESTADO DE SPSECRET DE ESTADO DE CIENCIA TECNOL E DESENVECONE TURISMO DO ESTADO DE SP","ESTADUAL",1,"UNIVERSIDADE",3550308,"SAO PAULO",35,"SP","Sudeste",1,NA,5899,69,496,134,372,881,1427,1608,912,0,0,0,0,0,0
"45",74062,27,0,18,45,0.4,0.6,25554,3984,"FUNDACAO UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2611101,"PETROLINA",26,"Nordeste",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3960,NA,9,151,0,NA,1,1,50,0,0,0,155,12,45,45,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",2611101,"PETROLINA",26,"PE","Nordeste",0,NA,241,0,0,0,0,19,37,56,58,38,27,2,4,0,0
"46",74134,44,6,38,88,0.431818181818182,0.568181818181818,2995,43,"FUNDACAO UNIVERSIDADE DO ESTADO DE SANTA CATARINA",2,"ESTADUAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,4204202,"CHAPECO",42,"Sul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4320,NA,10,90,0,NA,1,1,90,0,0,0,327,40,91,91,0,39,"FUNDACAO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","ESTADUAL",1,"UNIVERSIDADE",4205407,"FLORIANOPOLIS",42,"SC","Sul",1,NA,457,5,18,7,13,31,67,90,41,80,42,37,18,4,4
"47",74444,13,0,20,33,0.606060606060606,0.393939393939394,76817,2918,"FACULDADE DE ENSINO SUPERIOR DA AMAZONIA REUNIDA",4,"PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,1506138,"REDENCAO",15,"Norte",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3220,NA,9,33,0,NA,1,1,0,0,0,120,70,20,30,30,0,1893,"SOCIEDADE DE  EDUCACAO CULTURA E TECNOLOGIA DA AMAZONIA","PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE",1506138,"REDENCAO",15,"PA","Norte",0,0,21,0,0,0,1,9,2,2,0,2,2,2,1,0,0
"48",75776,67,1,10,78,0.128205128205128,0.871794871794872,76708,2323,"FACULDADE DA AMAZONIA",4,"PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,1100304,"VILHENA",11,"Norte",0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,4176,NA,8,161,0,NA,1,1,0,0,50,50,147,27,81,79,2,1513,"INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA SC LTDA","PARTICULAR EM SENTIDO ESTRITO",3,"FACULDADE",1100304,"VILHENA",11,"RO","Norte",0,0,16,0,0,0,0,11,0,4,0,1,0,0,0,0,0
"49",86500,28,0,19,47,0.404255319148936,0.595744680851064,6789,4503,"UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,2909802,"CRUZ DAS ALMAS",29,"Nordeste",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4123,NA,10,193,0,NA,1,1,50,0,0,0,93,4,55,54,1,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",2909802,"CRUZ DAS ALMAS",29,"BA","Nordeste",0,NA,218,1,16,0,6,38,43,54,60,0,0,0,0,0,0
"50",87193,18,1,43,62,0.693548387096774,0.306451612903226,34805,575,"UNIVERSIDADE FEDERAL DE MINAS GERAIS",1,"FEDERAL",1,"UNIVERSIDADE","621Z01","Agricultura, florestas e recursos pesqueiros",1,3143302,"MONTES CLAROS",31,"Sudeste",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3630,NA,8,245,0,NA,1,1,0,75,0,0,174,25,62,62,0,391,"MINISTERIO DA EDUCACAO","FEDERAL",1,"UNIVERSIDADE",3106200,"BELO HORIZONTE",31,"MG","Sudeste",1,NA,4277,99,235,130,151,1166,708,871,399,291,114,55,28,19,11
